BoroughName,Code,Inner/ Outer London,Year,Crime_per_1000,Job_Density,Population_Density,Median_Income
Hillingdon,E09000017,Outer,2021,78.2303023473473,1.01,2761.139677,28400.0
Hounslow,E09000018,Outer,2021,82.63895423196618,0.86,5126.075442,28500.0
Islington,E09000019,Inner,2021,104.55371319136398,1.63,16448.65439,35600.0
Kensington and Chelsea,E09000020,Inner,2021,118.6305338219273,1.53,13324.96097,43300.0
Kingston upon Thames,E09000021,Outer,2021,62.42283114913896,0.8,4955.828555,34700.0
Lambeth,E09000022,Inner,2021,94.09495982468955,0.73,12765.74238,32800.0
Lewisham,E09000023,Inner,2021,83.97125156750079,0.42,9120.353882,30900.0
Merton,E09000024,Outer,2021,61.3625780013039,0.63,5707.415159,32600.0
Newham,E09000025,Inner,2021,90.82609560612956,0.58,10136.99781,26600.0
Redbridge,E09000026,Outer,2021,77.14488061513556,0.46,5606.054996,30400.0
Richmond upon Thames,E09000027,Outer,2021,55.50582356181632,0.78,3541.602269,39500.0
Southwark,E09000028,Inner,2021,95.49445561637496,1.32,11526.52691,33900.0
Sutton,E09000029,Outer,2021,62.08399737508203,0.71,4865.557334,31400.0
Tower Hamlets,E09000030,Inner,2021,96.76738435558772,1.31,16764.33815,34100.0
Waltham Forest,E09000031,Outer,2021,76.72787136084811,0.43,7544.534095,28900.0
Wandsworth,E09000032,Inner,2021,74.84686914379942,0.61,9858.198812,39000.0
Westminster,E09000033,Inner,2021,209.7042890853433,5.23,12208.18375,42100.0
Barking and Dagenham,E09000002,Outer,2022,89.57385464802792,0.52,6214.914626,28000.0
Barnet,E09000003,Outer,2022,66.23682961442364,0.66,4784.42728,33500.0
Bexley,E09000004,Outer,2022,60.93802565282456,0.59,4268.804035,29300.0
Brent,E09000005,Outer,2022,84.41351786067555,0.62,8067.585607,30000.0
Bromley,E09000006,Outer,2022,65.61416210282938,0.66,2281.601535,35800.0
Camden,E09000007,Inner,2022,134.91163695697136,2.71,11982.12241,38900.0
Croydon,E09000008,Outer,2022,81.14439257970615,0.59,4698.056908,30400.0
Ealing,E09000009,Outer,2022,77.00917664242847,0.63,6803.865851,30900.0
Enfield,E09000010,Outer,2022,85.06145819642623,0.61,4329.895655,29900.0
Greenwich,E09000011,Outer,2022,89.12971024006949,0.53,6275.401078,31800.0
Hackney,E09000012,Inner,2022,104.66783549430536,0.95,15450.23958,34300.0
Hammersmith and Fulham,E09000013,Inner,2022,98.97917638997843,1.16,12282.76123,37000.0
Haringey,E09000014,Inner,2022,96.69066414994056,0.58,9916.182257,31300.0
Harrow,E09000015,Outer,2022,57.29160780413564,0.54,5260.296586,32300.0
Havering,E09000016,Outer,2022,72.08661301258807,0.67,2415.387688,29800.0
Hillingdon,E09000017,Outer,2022,83.89355394862508,1.07,2787.284623,30600.0
Hounslow,E09000018,Outer,2022,84.70821611982389,0.91,5169.146002,29300.0
Islington,E09000019,Inner,2022,110.99540756348668,1.67,16547.39801,38200.0
Kensington and Chelsea,E09000020,Inner,2022,128.4426824914125,1.53,13398.69893,43900.0
Kingston upon Thames,E09000021,Outer,2022,62.20431895469711,0.82,5003.438431,35900.0
Lambeth,E09000022,Inner,2022,96.63877761045636,0.8,12830.34506,34500.0
Lewisham,E09000023,Inner,2022,86.17560393419103,0.45,9201.351242,32000.0
Merton,E09000024,Outer,2022,63.91983827343974,0.63,5758.498571,33900.0
Newham,E09000025,Inner,2022,92.59089090928748,0.62,10221.55958,28300.0
Redbridge,E09000026,Outer,2022,75.17077164409503,0.47,5672.167479,31200.0
Richmond upon Thames,E09000027,Outer,2022,56.06897796158029,0.81,3571.894855,44000.0
Southwark,E09000028,Inner,2022,102.94003452539528,1.44,11600.91529,34400.0
Sutton,E09000029,Outer,2022,62.6823647480811,0.79,4908.616171,33300.0
Tower Hamlets,E09000030,Inner,2022,97.4572474718816,1.34,16926.81503,35500.0
Waltham Forest,E09000031,Outer,2022,74.76186122426866,0.5,7609.546525,30900.0
Wandsworth,E09000032,Inner,2022,69.87967256015644,0.63,10014.74718,40200.0
Westminster,E09000033,Inner,2022,298.95988673902787,5.31,12327.23258,41200.0
Barking and Dagenham,E09000002,Outer,2023,92.22513965495972,0.46,6286.394993,28600.0
Barnet,E09000003,Outer,2023,67.79968968971362,0.63,4821.891985,34400.0
Bexley,E09000004,Outer,2023,63.82766147130253,0.57,4295.627774,31800.0
Brent,E09000005,Outer,2023,91.0571006575158,0.64,8112.250937,29400.0
Bromley,E09000006,Outer,2023,68.64977289581016,0.63,2299.372221,38100.0
Camden,E09000007,Inner,2023,155.11592645927144,2.71,12046.92488,40600.0
Croydon,E09000008,Outer,2023,82.69595218426551,0.57,4757.950345,31800.0
Ealing,E09000009,Outer,2023,82.24603310369137,0.65,6946.130661,31500.0
Enfield,E09000010,Outer,2023,82.7677475848662,0.63,4365.586978,31300.0
Greenwich,E09000011,Outer,2023,93.2136273185276,0.51,6348.815743,33800.0
Hackney,E09000012,Inner,2023,109.6438953733747,1.03,15548.14485,34300.0
Hammersmith and Fulham,E09000013,Inner,2023,107.10778028825916,1.17,12604.94541,38300.0
Haringey,E09000014,Inner,2023,99.86351151346427,0.52,9975.644957,31800.0
Harrow,E09000015,Outer,2023,58.05256064690028,0.58,5293.410125,33200.0
Havering,E09000016,Outer,2023,76.71453719333886,0.63,2462.392723,32000.0
Hillingdon,E09000017,Outer,2023,72.80845803273243,0.98,2810.534178,31900.0
Hounslow,E09000018,Outer,2023,94.45549989706991,0.9,5206.696527,30600.0
Islington,E09000019,Inner,2023,116.32774514288953,1.67,16626.1506,40300.0
Kensington and Chelsea,E09000020,Inner,2023,142.4703684420079,1.45,13465.42601,47700.0
Kingston upon Thames,E09000021,Outer,2023,63.96131359290962,0.82,5044.741476,37300.0
Lambeth,E09000022,Inner,2023,103.69984215937558,0.75,12878.94626,35800.0
Lewisham,E09000023,Inner,2023,90.97382070404812,0.43,9269.887469,34500.0
Merton,E09000024,Outer,2023,64.90668718907182,0.73,5801.980601,36400.0
Newham,E09000025,Inner,2023,102.5381528260607,0.6,10290.9273,28900.0
Redbridge,E09000026,Outer,2023,75.09696815980105,0.48,5730.374824,31200.0
Richmond upon Thames,E09000027,Outer,2023,57.92228651043985,0.75,3600.759039,45300.0
Southwark,E09000028,Inner,2023,111.92854638482976,1.53,11660.78633,36200.0
Sutton,E09000029,Outer,2023,60.31402024300832,0.63,4945.950555,33400.0
Tower Hamlets,E09000030,Inner,2023,105.87125539755915,1.46,17256.62187,37300.0
Waltham Forest,E09000031,Outer,2023,78.16392604870242,0.59,7664.380632,32500.0
Wandsworth,E09000032,Inner,2023,77.49402765654432,0.61,10164.32034,42200.0
Westminster,E09000033,Inner,2023,340.6429357139116,5.33,12438.88159,42600.0
